genre,prénom
1,MEDARINE
2,MEDART
1,MEDEA
1,MEDELICE
0,MEDERIC
2,MEEN
2,MEINRAD
2,MELAINE
2,MELCHIOR
1,MELIA
1,MELIDA
1,MELIE
1,MELINE
1,MELITA
1,MELITINE
2,MELLON
1,MELODIE
1,MERCEDES
2,MERCURE
1,MEREE
2,MERIL
1,MERINA
1,MEROPE
2,MERRY
0,MERY
1,MERYEM
1,MESMIN
0,MESMINE
1,META
2,MEYER
1,MIARKA
1,MICAELA
2,MICHAEL
1,MICHAELA
1,MICHAELLA
0,MICHEL
1,MICHELETTE
2,MICHELIN
1,MICHELINA
1,MICHELINE
1,MICHELLE
1,MICHELLINE
1,MICHÈLE
2,MIECISLAW
2,MIECYSLAW
2,MIECZYSLAW
1,MIECZYSLAWA
1,MIETTE
1,MIGNON
1,MIGNONNE
1,MIGNONNETTE
2,MIGUEL
2,MIHRAN
2,MIKAEL
1,MILA
1,MILADA
2,MILAN
1,MILDA
1,MILDRED
1,MILENA
1,MILLY
2,MILOSLAV
1,MINA
1,MINATCHY
1,MINERVE
1,MINETTE
1,MINIAMAN
1,MINNA
2,MIQUEL
2,MIRABEAU
1,MIRANDE
1,MIREILLA
1,MIREILLE
1,MIRELLA
1,MIRELLE
1,MIRETTE
1,MIRIAM
1,MIRKA
2,MIROSLAV
1,MIRTA
1,MIRZA
2,MISAEL
0,MODERAN
1,MODESTA
1,MODESTE
1,MODESTIE
1,MODESTINE
2,MODESTO
2,MOHAMED
1,MOISA
0,MOISE
1,MOISETTE
1,MOISIA
2,MOLIERE
1,MONA
1,MONETTE
1,MONICA
0,MONIQUE
1,MONNA
2,MORAND
1,MORENA
2,MORICE
1,MORICETTE
2,MORIN
2,MOUNIAPIN
2,MOUNOUSSAMY
2,MOUSSA
2,MOUTOUSSAMY
2,MOÏSE
1,MUGUETTE
1,MURIEL
1,MURIELLE
1,MYRELLA
1,MYRIA
1,MYRIAM
1,MYRIAME
1,MYRIANE
1,MYRIANNE
1,MYRTA
1,MYRTHA
2,MYRTIL
1,MYRTILE
1,MYRTILLE
0,MÉLANIE
1,MÉLINA
1,NADA
1,NADEGE
1,NADEIGE
1,NADIA
1,NADINE
1,NAIDA
1,NANCIE
1,NANCY
1,NANETTE
2,NAPOLEON
2,NARCIS
2,NARCISO
0,NARCISSE
2,NATAL
2,NATALE
1,NATALIA
1,NATALIE
1,NATALINA
1,NATALINE
2,NATALINO
1,NATHALIA
0,NATHALIE
1,NATHALINE
2,NATHAN
1,NATIVA
1,NATIVIDAD
1,NATIVITE
2,NAZAIRE
2,NAZARETH
1,NELDA
1,NELIA
1,NELIE
1,NELLA
1,NELLI
1,NELLIE
2,NELLO
1,NELLY
2,NELSON
1,NELY
2,NEMORIN
1,NEREE
1,NERINA
1,NESIDA
0,NESTOR
1,NESTORIA
1,NESTORINE
1,NEVA
1,NEZIDA
1,NICAISE
0,NICEPHORE
1,NICETTE
2,NICODEME
0,NICOLAS
1,NICOLASA
0,NICOLE
1,NICOLETTE
1,NICOLINE
1,NICOLLE
1,NICOMEDE
1,NIEVES
2,NIKITA
2,NILLO
2,NILO
1,NINA
1,NINETTE
2,NINO
1,NINON
2,NISSIM
1,NITA
2,NIVELLE
2,NOBERT
2,NOE
1,NOELA
1,NOELE
1,NOELI
1,NOELIA
1,NOELIE
1,NOELINE
1,NOELISE
1,NOELLA
1,NOELLI
1,NOELLIA
1,NOELLIE
1,NOELLINE
1,NOELLISE
1,NOELLY
1,NOELY
1,NOEMA
1,NOEMI
1,NOEMIE
1,NONCE
1,NONCIADE
2,NONNA
1,NORA
1,NORAH
0,NORBERT
1,NORBERTE
1,NORBERTINE
1,NORMA
1,NOYALE
1,NOÉLIE
1,NOÉMIE
0,NOËL
1,NOËLIE
1,NOËLLA
1,NOËLLE
2,NUMA
1,NUNZIA
1,OBELINE
2,OCCULI
2,OCTAVE
0,OCTAVIE
2,OCTAVIEN
2,OCTAVIO
2,OCTAVIUS
0,OCULI
1,OCULINE
2,ODE
1,ODELIE
2,ODET
0,ODETTE
1,ODILA
0,ODILE
1,ODILIA
1,ODILLE
2,ODILLON
2,ODILON
1,ODINE
2,ODON
1,ODYLE
1,ODYLLE
2,OGER
1,OLANDE
2,OLEG
0,OLGA
1,OLIDA
1,OLINDA
1,OLIPHIE
1,OLIVA
0,OLIVE
1,OLIVETTE
1,OLIVIA
1,OLIVIENNE
2,OLIVIER
1,OLIVINE
2,OLLIVIER
0,OLYMPE
1,OLYMPIA
1,OLYMPIADE
1,OLYMPIE
1,OLYNDA
1,OMARIE
0,OMER
1,OMERE
1,OMERINE
1,ONELIA
0,ONESIME
2,ONESIPHOR
1,ONESIPHORE
2,ONEZIME
1,ONORINA
1,OPHÉLIE
1,OPPORTUNE
1,OPTAT
1,ORANCIE
1,ORASIE
2,ORAZIO
2,OREL
1,ORELIE
2,ORESTE
2,ORIGENE
1,ORLANDA
2,ORLANDO
1,ORPHA
2,ORPHEE
1,ORPHELIA
1,ORPHINA
1,ORPHISE
2,OSCAR
1,OSCARINE
2,OSEE
2,OSKAR
2,OSMAN
2,OSMIN
2,OSVAL
2,OSVALD
2,OSVALDO
2,OSWALD
2,OSWALDO
2,OTAKAR
2,OTELLO
1,OTHILIE
2,OTHON
1,OTILIA
2,OTTAVIO
1,OTTILIE
2,OTTO
2,OTTON
2,OTTORINO
2,OURS
1,OVIDA
2,OVIDE
2,PABLO
0,PACIFIQUE
1,PADOUE
1,PAINIAYE
2,PALLADE
1,PALMA
1,PALMINA
1,PALMIRA
1,PALMIRE
2,PALMYR
0,PALMYRE
1,PAMELA
2,PAMPHILE
1,PAMPHILIA
2,PANCRACE
1,PANDIALE
2,PANTALEON
1,PAOLINA
2,PAOLINO
2,PAOLO
1,PAQUERETTE
1,PAQUITA
2,PAQUITO
2,PARDOU
2,PARDOUX
0,PARFAIT
1,PARFAITE
2,PARIS
1,PARVEDY
0,PASCAL
1,PASCALE
1,PASCALIE
1,PASCALINE
2,PASCUAL
1,PASQUA
2,PASQUALE
1,PASQUALINA
1,PASQUALINE
2,PASQUIN
1,PASQUINA
1,PASQUINE
2,PASSION
2,PASSIONIS
1,PASSIONISE
1,PASSIONNISE
0,PASTEUR
2,PATERN
2,PATERNE
2,PATIENT
1,PATIENTE
0,PATRICE
1,PATRICIA
2,PATRICIO
2,PATRICK
0,PAUL
1,PAULA
1,PAULE
2,PAULET
1,PAULETTE
1,PAULIA
0,PAULIN
1,PAULINA
1,PAULINE
1,PAULINETTE
2,PAULO
1,PAULONIE
2,PAULUS
1,PEDRA
2,PEDRO
2,PELAGE
1,PELAGIA
0,PELAGIE
2,PELGRIN
1,PENSEE
1,PEPIN
1,PEPINA
2,PEPINO
1,PEPITA
1,PEPPINA
2,PEPPINO
2,PERCY
1,PERINA
1,PERINE
1,PERLE
2,PERMAL
1,PEROLINE
1,PERONNE
1,PERPETUE
1,PERRETTE
1,PERRINA
1,PERRINE
1,PERROLINE
1,PERVENCHE
2,PETER
1,PETRA
1,PETRONELLE
0,PETRONILLE
2,PETRUS
1,PHANELIE
1,PHANIE
1,PHARAILDE
2,PHILADELPHE
2,PHILBERT
2,PHILEAS
2,PHILEMON
2,PHILIAS
2,PHILIBERT
1,PHILIBERTE
2,PHILIGON
2,PHILIP
2,PHILIPE
2,PHILIPP
1,PHILIPPA
0,PHILIPPE
1,PHILIPPINE
1,PHILISE
2,PHILISTIN
2,PHILOGENE
1,PHILOGONE
0,PHILOMENE
2,PHILOMIN
1,PHILOMÈNE
1,PHYLLIS
1,PIA
1,PIE
1,PIEDAD
1,PIERETTE
1,PIERINA
1,PIERINE
2,PIERINO
0,PIERRE
2,PIERRE-ANTOINE
2,PIERRE-JEAN
2,PIERRE-LOUIS
2,PIERRE-MARIE
1,PIERRETTE
1,PIERRINA
1,PIERRINE
2,PIERRINO
2,PIERROT
2,PIETRO
1,PILAR
2,PIO
2,PITRE
1,PLACIDA
1,PLACIDE
1,PLACIDIE
2,PLACIDO
2,POL
1,POLETTE
2,POLIDOR
1,POLIXINE
1,POLONIE
0,POLYCARPE
2,POLYDOR
2,POLYDORE
1,POLYXENE
2,POMPEE
1,PONAMA
1,PORPHYRE
2,POTHIN
1,PRAXEDE
1,PRECIEUSE
2,PREMIER
2,PRIGENT
1,PRIMEROSE
1,PRIMEVERE
2,PRIMO
2,PRINCIPE
2,PRISCA
2,PRIVAT
2,PROPER
0,PROSPER
0,PROSPERE
1,PROSPERINE
2,PROSPERT
1,PROTESIE
1,PROVIDENCE
1,PRUDENCE
2,PRUDENT
1,PRUDENTE
0,PULCHERIE
2,PULCHERY
1,PURIFICATION
0,QUENTIN
2,QUILICUS
2,QUINTO
2,QUIRIN
1,QUITTERIE
0,RACHEL
1,RACHELE
1,RACHELLE
1,RADEGONDE
2,RAFAEL
1,RAFAELA
2,RAIMOND
1,RAIMONDE
2,RAIMONDO
2,RALPH
2,RAMBERT
2,RAMEAUX
1,RAMELINE
2,RAMON
1,RAMONA
2,RAMOND
2,RAMSAMY
0,RAOUL
2,RAOULD
1,RAOULE
2,RAOULT
2,RAOULX
1,RAPHAELA
1,RAPHAELE
1,RAPHAELLA
1,RAPHAELLE
0,RAPHAËL
2,RAYMON
0,RAYMOND
0,RAYMONDE
1,RAYMONE
1,RAYMONNE
2,RAYNAL
2,RAYNALD
2,REAL
1,REBECA
1,REBECCA
1,REGIA
1,REGINA
2,REGINALD
2,REGIS
1,REINA
0,REINE
1,REINE-MARGUERITE
1,REINE-MARIE
1,REINELDE
1,REINETTE
2,REINHARD
2,REINHOLD
1,REJANE
1,REJANNE
1,REJEANE
1,REJEANNE
1,RELIQUE
2,RELIQUES
1,REMEDIO
1,REMEDIOS
1,REMICIA
1,REMIE
2,REMIGIO
1,REMISE
2,REMO
2,REMON
2,REMOND
1,REMONDE
1,RENA
2,RENALDO
2,RENAN
1,RENATA
2,RENATO
2,RENAUD
2,RENAULD
2,RENAULT
2,RENEL
1,RENELDE
1,RENELIA
1,RENELLE
1,RENETTE
1,RENILDE
1,RENNE
2,RENSO
2,RENZO
0,RENÉ
0,RENÉE
1,REPARATE
1,RESEDA
1,RESTITUDE
2,REX
2,REYMOND
1,REYMONDE
2,REYNALD
2,RICARD
2,RICARDO
2,RICCARDO
0,RICHARD
1,RICHARDE
1,RICHARDINE
2,RICHELIEU
2,RIEUL
0,RIGOBERT
1,RIGOBERTE
1,RINA
2,RINALDO
1,RINGAMA
2,RINGASSAMY
2,RINO
1,RITA
1,RITTA
0,ROBERT
1,ROBERTA
1,ROBERTE
1,ROBERTHE
1,ROBERTINE
2,ROBERTO
2,ROBESPIERRE
2,ROBIN
1,ROCCA
2,ROCCO
0,ROCH
1,ROCHELLE
2,ROCK
2,RODOLFO
2,RODOLPH
2,RODOLPHE
2,RODRIGUE
1,ROGATIA
2,ROGATIEN
1,ROGATIENNE
2,ROGE
1,ROGEE
2,ROGELIO
0,ROGER
1,ROGERE
2,ROGES
1,ROGETTE
1,ROGINE
2,ROLAND
1,ROLANDE
2,ROLANDO
2,ROLF
2,ROLLAND
1,ROLLANDE
2,ROLPH
0,ROMAIN
1,ROMAINE
2,ROMAN
1,ROMANA
1,ROMANETTE
1,ROMANIE
2,ROMANO
1,ROMILDA
2,ROMOLO
0,ROMUALD
1,ROMUALDE
2,ROMULD
2,ROMULE
2,ROMULUS
2,ROMÉO
2,RONALD
0,ROSA
0,ROSAIRE
1,ROSALIA
0,ROSALIE
1,ROSALINDA
1,ROSALINDE
1,ROSALINE
1,ROSANE
1,ROSANGE
1,ROSANNE
1,ROSARIA
0,ROSARIO
0,ROSE
1,ROSE-MARIE
1,ROSEA
1,ROSELIA
1,ROSELIE
2,ROSELIN
1,ROSELINDE
1,ROSELINE
1,ROSELLA
1,ROSELYNE
1,ROSELYS
1,ROSEMARY
2,ROSEMOND
1,ROSEMONDE
1,ROSETTA
1,ROSETTE
1,ROSIA
2,ROSIER
1,ROSILDA
1,ROSINA
1,ROSINE
1,ROSITA
2,ROUDOLPHE
1,ROXANE
2,ROY
1,ROZA
2,RUBEN
2,RUBENS
2,RUDOLF
2,RUDOLPH
2,RUDOLPHE
2,RUFFIN
1,RUFFINE
2,RUFIN
1,RUFINE
2,RUGGERO
2,RUPERT
1,RUPHINE
1,RUTH
1,RUTHE
1,RÉGINA
1,RÉGINE
2,RÉGIS
1,RÉJANE
0,RÉMI
1,RÉMONDE
0,RÉMY
1,SABAS
2,SABIEN
2,SABIN
1,SABINA
1,SABINE
1,SACRA
1,SACRE
2,SADI
1,SAGRA
1,SAHRA
2,SAID
0,SAINT
2,SAINT-AIME
0,SAINT-ANGE
2,SAINT-CLAIR
0,SAINT-CYR
2,SAINT-ELOI
2,SAINT-HILAIRE
2,SAINT-HÉLÈNE
2,SAINT-JEAN
2,SAINT-JULIEN
2,SAINT-JUST
2,SAINT-JUSTE
2,SAINT-LOUIS
2,SAINT-MARC
2,SAINT-MARTIN
2,SAINT-OLYMPE
2,SAINT-OMER
2,SAINT-PIE
2,SAINT-PIERRE
2,SAINT-PRIX
2,SAINT-YVES
2,SAINTE
2,SAINTE-CATHERINE
2,SAINTE-CLAIRE
0,SAINTE-CROIX
2,SAINTE-LUCE
2,SAINTE-MARIE
2,SAINTE-ROSE
1,SALOMEE
2,SALOMON
1,SALOMÉ
2,SALVADOR
1,SALVADORA
2,SALVAT
2,SALVATOR
2,SALVATORE
2,SALVY
2,SAM
2,SAMERY
2,SAMPIERO
0,SAMSON
2,SAMUEL
2,SANSON
1,SANTA
2,SANTE
2,SANTIAGO
1,SANTINA
1,SANTINE
2,SANTINO
2,SANTO
2,SANTOS
1,SARA
1,SARAH
1,SATURNA
0,SATURNIN
1,SATURNINE
2,SAUL
2,SAUVEUR
2,SAVIN
1,SAVINA
1,SAVINE
2,SAVINIEN
1,SAVINIENNE
1,SCHOLASTIE
0,SCHOLASTIQUE
2,SCIPION
1,SCOLASTIQUE
2,SEBASTIAN
1,SEBASTIENNE
2,SECOND
1,SECONDINE
2,SECONDO
2,SEGOND
1,SEGONDE
1,SELLOM
1,SELMA
2,SENATEUR
1,SEPHISE
1,SEPHORA
1,SEPTIME
2,SEPTUAGESIM
1,SERAPHIE
2,SERAPHIN
1,SERAPHINA
1,SERAPHINE
2,SERAPHINO
0,SERGE
2,SERGES
1,SERGINA
1,SERGINE
2,SERGIO
0,SERVAIS
2,SEVER
2,SEVERE
0,SEVERIN
1,SEVERINA
1,SEVERINE
2,SEVERINO
2,SEZNY
1,SHEILA
1,SIBYLLE
2,SIDNEY
0,SIDOINE
1,SIDONIA
0,SIDONIE
2,SIEGFRIED
2,SIEGMUND
2,SIFFREIN
2,SIGISMOND
2,SIGMOND
2,SIGMUND
1,SIGRID
2,SILAS
1,SILVA
2,SILVAIN
1,SILVAINE
1,SILVANIE
2,SILVANO
0,SILVERE
2,SILVESTRE
1,SILVETTE
1,SILVIA
1,SILVIANE
1,SILVIE
2,SILVIN
1,SILVINA
1,SILVINE
2,SILVIO
0,SIMEON
1,SIMEONE
1,SIMEONIE
1,SIMEONNE
2,SIMILIEN
1,SIMILIENNE
0,SIMON
1,SIMONE
1,SIMONETTE
1,SIMONNE
1,SIMONNETTE
1,SIMPLICE
1,SINAMAN
2,SINCERE
1,SIONA
2,SIRO
2,SISTO
2,SIXTE
2,SOCRATE
1,SOFIA
1,SOLANGE
1,SOLANGES
1,SOLEDA
1,SOLEDAD
1,SOLLANGE
1,SONIA
1,SONJA
1,SOPHIA
0,SOPHIE
1,SOPHRONIE
1,SOSTHENE
2,SOSTHENES
2,SOUBAYA
2,SOUPAYA
2,SPARTACO
1,SPERATA
2,STANILAS
2,STANIS
1,STANISE
0,STANISLAS
2,STANISLAV
1,STANISLAVA
2,STANISLAW
1,STANISLAWA
2,STANLEY
2,STEFAN
2,STEFANE
1,STEFANIA
1,STEFANIE
2,STEFANO
1,STEFKA
1,STELLA
1,STELLE
2,STELLIO
2,STEPHAN
1,STEPHANA
1,STEPHANETTE
1,STEPHANIA
2,STEPHANO
2,STEPHEN
2,STEPHENE
0,STÉPHANE
1,STÉPHANIE
2,SULLY
1,SULPICE
1,SURELIE
1,SUSANNE
1,SUZANE
1,SUZANNA
0,SUZANNE
1,SUZEANNE
1,SUZEL
1,SUZELLE
1,SUZETTE
1,SUZIE
1,SUZON
1,SUZY
2,SYDNEY
1,SYDONIE
2,SYGMOND
0,SYLLA
1,SYLVA
2,SYLVAIN
1,SYLVAINE
1,SYLVANA
1,SYLVANE
1,SYLVANIE
1,SYLVANISE
2,SYLVANO
2,SYLVER
0,SYLVERE
2,SYLVERT
2,SYLVESTE
1,SYLVESTINE
0,SYLVESTRE
1,SYLVESTRINE
1,SYLVETTE
1,SYLVIA
1,SYLVIANE
1,SYLVIANNE
0,SYLVIE
2,SYLVIN
1,SYLVINA
1,SYLVINCIA
1,SYLVINE
2,SYLVINS
2,SYLVIO
2,SYLVIUS
1,SYMONE
2,SYMPHOR
2,SYMPHORIEN
1,SYMPHORIENNE
1,SYMPHORINE
0,SÉBASTIEN
2,SÉRAPHIN
2,TADEK
2,TADEOUS
2,TADEUS
2,TADEUSZ
2,TADEUZ
1,TAILAMEE
1,TAMARA
2,TANCREDE
2,TANGUY
2,TANNEGUY
1,TATIANA
1,TATIANE
1,TECLA
2,TEDDY
1,TEKLA
2,TELEMAQUE
2,TELESPHORE
2,TENENAN
2,TEOPHILE
1,TERESA
1,TERESINA
2,TERTULLIEN
2,THADDEE
2,THADE
2,THADEE
2,THADEUS
1,THAIS
1,THAISE
1,THEA
1,THECLA
1,THECLE
1,THEKLA
1,THELUNEE
2,THENENAN
2,THEOBALD
1,THEOBALDINE
2,THEODOR
1,THEODORA
0,THEODORE
1,THEODORINE
0,THEODOSE
1,THEODOSIE
0,THEODULE
2,THEOFREDE
2,THEOGENE
1,THEOLINE
1,THEONIE
2,THEOPHANE
1,THEOPHANIE
2,THEOPHIL
1,THEOPHILA
0,THEOPHILE
1,THEOPHILIA
1,THEOTIME
2,THEOTINE
1,THEOTISTE
1,THERESA
1,THERESIA
2,THERESIN
1,THERESINA
1,THERESINE
2,THERESIUS
1,THEREZA
1,THEREZE
1,THEREZIA
2,THIEBAUD
2,THIEBAUT
2,THIERRY
2,THIMOTEE
1,THIMOTHEE
0,THOMAS
1,THOMASINE
1,THOMASSINE
2,THOMY
1,THUMETTE
2,THURIAU
2,THÉO
2,THÉODORE
2,THÉOPHILE
0,THÉRÈSE
1,THÉRÈZE
1,TIBURCE
1,TIBURCIA
1,TILZA
0,TIMOLEON
2,TIMOTHE
0,TIMOTHÉE
1,TINA
1,TIPHAINE
2,TITO
2,TITUS
2,TOBIE
2,TOMAS
1,TOMASA
1,TONINE
2,TONNY
2,TONY
1,TOSCA
1,TOSCAINE
0,TOUSSAINT
1,TOUSSAINTE
1,TOUSSINE
2,TRANQUILLE
2,TREMEUR
1,TREPHINE
1,TRINIDAD
0,TRINITE
2,TRISTAN
2,TUDY
2,TUGDUAL
1,TULLIE
2,TULLIO
0,TURENNE
2,UBALD
2,UBALDO
2,UGO
1,UGUETTE
2,ULDERIC
2,ULISSE
2,ULRIC
2,ULRICH
0,ULYSSE
1,ULYSSIA
2,UMBERTO
1,URANIE
0,URBAIN
1,URBAINE
1,URBANIE
2,URSIN
1,URSULA
0,URSULE
1,URSULINE
2,USMAR
2,VACLAR
2,VACLAV
1,VALANTINE
2,VALBERT
1,VALDA
2,VALDEMAR
1,VALENCE
0,VALENTIN
1,VALENTINA
0,VALENTINE
2,VALENTINO
0,VALERE
2,VALERI
1,VALERIA
2,VALERIANO
2,VALERIEN
1,VALERIENNE
1,VALERINE
2,VALERIO
0,VALERY
1,VALIAMEE
1,VALLIAMEE
2,VALMON
2,VALMOND
2,VALMONT
2,VALMY
2,VALTER
0,VALÉRIE
1,VANDA
2,VARTAN
2,VASCO
1,VASTHIE
1,VASTIE
1,VEDASTINE
1,VEGLIA
1,VELIA
1,VELINA
1,VELLEDA
1,VENANCE
0,VENANT
1,VENANTE
2,VENCESLAS
1,VENDA
2,VENDELIN
1,VENERANDE
1,VENISE
2,VENTURA
1,VENUS
1,VERA
2,VERAN
1,VERANE
2,VERCINGETORIX
2,VERDUN
1,VERENA
1,VERENE
1,VERONICA
1,VERONIKA
1,VICENTA
1,VICENTE
0,VICTOIRE
0,VICTOR
2,VICTORE
1,VICTORIA
2,VICTORIANO
2,VICTORIC
2,VICTORICE
1,VICTORIE
2,VICTORIEN
1,VICTORIENNE
2,VICTORIN
1,VICTORINA
0,VICTORINE
2,VICTORIO
2,VICTORIUS
2,VICTRICE
1,VIDA
2,VIDAL
1,VIENNE
1,VIERA
2,VILFRID
1,VILHELMINE
2,VILLARS
2,VILLIAM
1,VILMA
1,VINCENCE
1,VINCENETTE
1,VINCENNE
1,VINCENNES
0,VINCENT
0,VINCENTE
1,VINCENTINE
1,VINCENZA
2,VINCENZO
1,VINCIENNE
1,VINCILIA
1,VINCILLIA
1,VINCINE
2,VINDICIEN
1,VIOLA
1,VIOLAINE
1,VIOLANDA
1,VIOLANTA
1,VIOLETTA
1,VIOLETTE
1,VIRAMAN
0,VIRGILE
2,VIRGILIO
1,VIRGINA
1,VIRGINE
1,VIRGINIA
0,VIRGINIE
1,VIRTUDES
1,VITA
2,VITAL
1,VITALIE
2,VITALIEN
1,VITALINE
2,VITALIS
2,VITO
1,VITTORIA
2,VITTORIO
1,VIVA
2,VIVANT
1,VIVETTE
1,VIVIANE
1,VIVIANNE
2,VIVIEN
1,VIVIENNE
2,VLADIMIR
2,VLADIMIRO
2,VLADISLAS
2,VLADISLAW
1,VLASTA
2,VOLCY
2,VOLNY
2,VOLTAIRE
1,VOLTAIRIA
0,VÉRONIQUE
2,WACLAW
2,WADISLAS
2,WADISLAW
1,WADYSLAWA
1,WALBURGE
2,WALDECK
2,WALDEMAR
2,WALDIMIR
2,WALTER
2,WALTHER
1,WANDA
1,WENCESLAS
1,WENDA
2,WENDEL
2,WENDELIN
2,WENZEL
2,WERNER
2,WIESLAW
2,WILFRED
0,WILFRID
1,WILFRIDA
1,WILFRIDE
2,WILFRIED
2,WILHAM
2,WILHELM
1,WILHELMINA
1,WILHELMINE
2,WILHEM
2,WILIAM
2,WILLI
0,WILLIAM
2,WILLIAMS
2,WILLIBALD
2,WILLIE
2,WILLY
2,WILSON
1,WINIFRED
2,WITOLD
2,WLADIMIR
2,WLADISLAS
1,WLADISLAVA
2,WLADISLAW
1,WLADISLAWA
2,WLADYSLAS
2,WLADYSLAW
1,WLADYSLAWA
2,WOLF
2,WOLFF
2,WOLFGANG
1,XAVELINE
1,XAVERINE
2,XAVIER
1,XAVIERE
2,YACINTHE
1,YADWIGA
1,YAMINA
2,YAN
1,YANINA
2,YANN
2,YANNICK
1,YANNINA
1,YDA
1,YOLAINE
2,YOLAND
1,YOLANDA
1,YOLANDE
1,YOLE
1,YOLLANDE
1,YRENE
1,YSEULT
1,YVA
2,YVAN
1,YVANE
0,YVE
1,YVELINE
0,YVES
2,YVES-MARIE
0,YVETTE
2,YVO
2,YVON
1,YVONE
1,YVONNA
0,YVONNE
2,YVONNET
1,YVONNETTE
0,ZACHARIE
1,ZAIRA
1,ZAIRE
1,ZARA
2,ZDISLAW
2,ZDRISLAW
2,ZDZISLAW
1,ZEA
1,ZELIA
1,ZELIDA
0,ZELIE
1,ZELIMA
1,ZELINA
1,ZELINE
1,ZELMA
1,ZELMIRE
1,ZEMIA
1,ZENA
1,ZENAIDE
2,ZENOBE
1,ZENOBIA
1,ZENOBIE
2,ZENON
2,ZEPHIR
2,ZEPHIRIN
1,ZEPHIRINE
2,ZEPHYR
2,ZEPHYRIN
1,ZIDA
2,ZIGMOND
1,ZILDA
1,ZINA
1,ZITA
1,ZOEE
2,ZOEL
1,ZOFI
1,ZOFIA
1,ZOFIJA
1,ZOFJA
2,ZOLA
1,ZOPHIA
1,ZORA
0,ZOÉ
1,ZULEMA
1,ZULIME
1,ZULMA
1,ZULMEE
2,ZYGMOND
2,ZYGMONT
2,ZYGMUND
2,ZYGMUNT
1,ZÉLIE
1,ÉLIANE
2,ÉMILE
1,ÉMILIENNE
